Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230280029632,,C,Нова Петрівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230290040162,,C,Новоселиця
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230300096787,,C,Осокори
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230310035727,,C,Очеретувате
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230320097615,,C,Паніванівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230330036879,,C,Поділ
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230340098828,,C,Рокити
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230350016145,,C,Середине
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230360014575,,C,Слюзівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230370083259,,C,Степанівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230380057283,,C,Тарасівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230390049060,,C,Товсте
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230400059765,,C,Тройняки
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230410068266,,C,Устимівка
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230420024277,,C,Чаплинці
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230430014982,,C,Червоний Лиман
UA53000000000028050,UA53020000000034761,UA53020230000086353,UA53020230440064831,,C,Шепелівка
UA53000000000028050,UA53040000000081308,,,,P,Лубенський
UA53000000000028050,UA53040000000081308,UA53040010000091190,,,H,Гребінківська
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010010092378,,M,Гребінка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010020063487,,C,Березівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010030049666,,C,Бесідівщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010040077732,,C,Високе
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010050045750,,C,Відрадне
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010060016593,,C,Горби
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010070045972,,C,Григорівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010080076403,,C,Грушківка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010090011676,,C,Гулаківка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010100098931,,C,Загребелля
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010110085585,,C,Корніївка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010120099859,,C,Короваї
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010130017938,,C,Кулажинці
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010140069103,,C,Лутайка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010150030093,,C,Майорщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010160073088,,C,Мар’янівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010170061933,,C,Михайлівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010180052271,,C,Наталівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010190032634,,C,Новодар
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010200086827,,C,Новоселівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010210071877,,C,Овсюки
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010220011645,,C,Олександрівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010230077637,,C,Олексіївка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010240087035,,C,Оржиця
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010250079165,,C,Осавульщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010260088800,,C,Павлівщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010270046158,,C,Писарщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010280040931,,C,Покровщина
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010290015463,,C,Польове
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010300057138,,C,Почаївка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010310045839,,C,Рудка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010320085375,,C,Саївка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010330040586,,C,Світанок
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010340078223,,C,Сербинівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010350028637,,C,Сімаки
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010360044676,,C,Скочак
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010370036513,,C,Сліпорід-Іванівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010380091034,,C,Слободо-Петрівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010390024649,,C,Сотницьке
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010400095920,,C,Стукалівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010410097455,,C,Тарасівка
UA53000000000028050,UA53040000000081308,UA53040010000091190,UA53040010420022044,,C,Тополеве
UA53000000000028050,UA53040000000081308,UA53040030000088898,,,H,Лубенська
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030010081016,,M,Лубни
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030020078457,,C,Барвінщина
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030030090341,,C,Березівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030040079554,,C,Березоточа
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030050093733,,C,Броварки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030060087436,,C,Висачки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030070020433,,C,Вищий Булатець
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030080082914,,C,Вільшанка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030090015320,,C,Вовча Долина
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030100067952,,C,Вовчик
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030110091579,,C,Войниха
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030120075815,,C,В’язівок
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030130035063,,C,Засулля
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030140026196,,C,Ісківці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030150073453,,C,Калайдинці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030160078874,,C,Клепачі
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030170019769,,C,Кононівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030180019861,,C,Кревелівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030190082533,,C,Крем’янка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030200088865,,C,Крутий Берег
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030210013929,,C,Кузубівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030220052642,,C,Куп’єваха
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030230013506,,C,Литвяки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030240098888,,C,Ломаки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030250086923,,C,Луки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030260059391,,C,Лушники
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030270030437,,C,Малий В’язівок
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030280081562,,C,Матяшівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030290068791,,C,Мацківці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030300086495,,C,Мацкова Лучка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030310025520,,C,Мгар
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030320062399,,C,Михнівці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030330065579,,C,Назарівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030340068309,,C,Нижній Булатець
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030350020421,,C,Новаки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030360057682,,C,Окіп
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030370026742,,C,Олександрівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030380063439,,C,Оріхівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030390050031,,C,Пишне
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030400061651,,C,Піски
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030410043067,,C,Покровське
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030420060356,,C,Пулинці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030430052279,,C,П’ятигірці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030440033383,,C,Ремівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030450068158,,C,Свічківка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030460081327,,C,Селюків
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030470092188,,C,Снітин
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030480071758,,C,Снітине
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030490069399,,C,Солониця
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030500038128,,C,Стадня
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030510051316,,C,Суха Солониця
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030520024002,,C,Терни
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030530074299,,C,Тернівщина
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030540073985,,C,Тишки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030550058717,,C,Тотчине
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030560049564,,C,Халепці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030570043187,,C,Хитці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030580039270,,C,Хорошки
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030590010594,,C,Червоні Пологи
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030600091797,,C,Чернече
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030610068535,,C,Чуднівці
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030620087018,,C,Шершнівка
UA53000000000028050,UA53040000000081308,UA53040030000088898,UA53040030630063544,,C,Шинківщина
UA53000000000028050,UA53040000000081308,UA53040050000091161,,,H,Новооржицька
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050010041819,,T,Новооржицьке
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050020020961,,C,Біївці
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050030048978,,C,Богодарівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050040020188,,C,Вили
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050050050514,,C,Вишневе
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050060024489,,C,Воронинці
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050070028001,,C,Гінці
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050080090924,,C,Горобії
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050090067942,,C,Губське
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050100083285,,C,Духове
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050110094217,,C,Єнківці
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050120021017,,C,Заріччя
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050130023311,,C,Іванівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050140021458,,C,Карпилівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050150090673,,C,Козаче
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050160067940,,C,Котляревське
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050170087835,,C,Лазірки
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050180015188,,C,Макарівщина
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050190058109,,C,Максимівщина
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050200030471,,C,Несено-Іржавець
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050210015841,,C,Нове
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050220059557,,C,Новоселівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050230053475,,C,Остапівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050240034997,,C,Приймівщина
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050250013104,,C,Сліпорід
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050260063602,,C,Степурі
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050270079943,,C,Тарандинці
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050280044839,,C,Тимки
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050290085142,,C,Хорошки
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050300030958,,C,Хоружівка
UA53000000000028050,UA53040000000081308,UA53040050000091161,UA53040050310077101,,C,Черевки
UA53000000000028050,UA53040000000081308,UA53040070000083099,,,H,Оржицька
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070010084128,,T,Оржиця
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070020020974,,C,Великоселецьке
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070030045906,,C,Грабів
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070040083298,,C,Денисівка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070050024803,,C,Дмитрівка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070060014050,,C,Загребелля
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070070033790,,C,Загребля
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070080039754,,C,Залужне
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070090077940,,C,Заріг
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070100065666,,C,Золотухи
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070110057630,,C,Колодна
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070120031701,,C,Круподеринці
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070130025822,,C,Лукім’я
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070140084349,,C,Малоселецьке
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070150010684,,C,Маяківка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070160092835,,C,Нижній Іржавець
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070170066411,,C,Новий Іржавець
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070180017699,,C,Онішки
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070190028776,,C,Пилиповичі
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070200035731,,C,Плехів
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070210058635,,C,Полуніївка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070220033231,,C,Райозеро
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070230021660,,C,Савинці
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070240050356,,C,Сазонівка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070250046629,,C,Старий Іржавець
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070260015400,,C,Тарасенкове
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070270057806,,C,Тарасівка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070280089440,,C,Теремецьке
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070290034424,,C,Чайківщина
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070300020441,,C,Чевельча
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070310087742,,C,Чмихалове
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070320063395,,C,Чутівка
UA53000000000028050,UA53040000000081308,UA53040070000083099,UA53040070330043377,,C,Яблуневе
UA53000000000028050,UA53040000000081308,UA53040090000048649,,,H,Пирятинська
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090010096696,,M,Пирятин
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090020014368,,C,Архемівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090030043309,,C,Березова Рудка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090040024582,,C,Білоцерківці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090050013883,,C,Велика Круча
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090060017914,,C,Верхоярівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090070078566,,C,Вечірки
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090080074755,,C,Високе
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090090051465,,C,Вишневе
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090100088488,,C,Вікторія
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090110024282,,C,Голобородька
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090120035906,,C,Грабарівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090130019205,,C,Гурбинці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090140034558,,C,Давидівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090150012281,,C,Дейманівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090160053941,,C,Замостище
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090170034936,,C,Заріччя
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090180095392,,C,Ївженки
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090190062499,,C,Калинів Міст
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090200014228,,C,Каплинці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090210068121,,C,Кейбалівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090220048473,,C,Кроти
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090230088440,,C,Крячківка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090240071617,,C,Курінька
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090250051278,,C,Леляки
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090260034248,,C,Мала Круча
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090270086322,,C,Малютинці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090280028592,,C,Мар’їнське
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090290053315,,C,Меченки
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090300021554,,C,Могилівщина
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090310030820,,C,Нетратівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090320042391,,C,Нові Мартиновичі
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090330083944,,C,Олександрівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090340068487,,C,Першотравневе
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090350050704,,C,Повстин
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090360016305,,C,Прихідьки
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090370019695,,C,Рівне
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090380049515,,C,Сасинівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090390040722,,C,Скибинці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090400055359,,C,Смотрики
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090410018174,,C,Теплівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090420056637,,C,Усівка
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090430042778,,C,Харківці
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090440037116,,C,Червоне
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090450037961,,C,Шкурати
UA53000000000028050,UA53040000000081308,UA53040090000048649,UA53040090460013537,,C,Яцини
UA53000000000028050,UA53040000000081308,UA53040110000034949,,,H,Хорольська
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110010080324,,M,Хорол
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110020058553,,C,Андріївка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110030062440,,C,Барилівщина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110040046583,,C,Барилове
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110050028204,,C,Березняки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110060025267,,C,Бовбасівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110070096971,,C,Бочки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110080074986,,C,Бригадирівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110090038981,,C,Бубереве
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110100061019,,C,Бурлаки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110110049665,,C,Бутівці
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110120090591,,C,Ванжина Долина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110130074911,,C,Варварівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110140072920,,C,Вербине
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110150036250,,C,Вергуни
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110160024945,,C,Вишневе
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110170042663,,C,Вишняки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110180046386,,C,В’язівок
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110190077131,,C,Гирине
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110200062342,,C,Глибока Долина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110210099211,,C,Григорівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110220034163,,C,Грушине
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110230044641,,C,Дації
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110240098134,,C,Демина Балка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110250032093,,C,Дубове
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110260016736,,C,Єньки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110270013305,,C,Єрківці
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110280099412,,C,Запорожчине
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110290053329,,C,Зубенки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110300080605,,C,Іванці
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110310093434,,C,Іващенки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110320081945,,C,Клепачі
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110330026510,,C,Княжа Лука
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110340011824,,C,Ковалі
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110350086286,,C,Ковтуни
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110360067857,,C,Козубівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110370080535,,C,Коломійцеве Озеро
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110380040258,,C,Костюки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110390036897,,C,Кривці
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110400027744,,C,Кулики
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110410079304,,C,Кулиничі
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110420046225,,C,Куторжиха
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110430082370,,C,Лагодівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110440058552,,C,Лазьки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110450070740,,C,Левченки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110460082661,,C,Лісянщина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110470047764,,C,Лобкова Балка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110480046356,,C,Лози
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110490090994,,C,Мала Попівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110500096072,,C,Мартинівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110510029995,,C,Мелюшки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110520020129,,C,Миколаївка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110530072788,,C,Мищенки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110540081332,,C,Мусіївка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110550057889,,C,Настасівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110560094509,,C,Наталівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110570069123,,C,Новачиха
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110580084253,,C,Новий Байрак
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110590027309,,C,Новоаврамівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110600053788,,C,Новоіванівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110610016980,,C,Оріхівщина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110620025631,,C,Орликівщина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110630068061,,C,Остапенки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110640015554,,C,Павленки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110650015106,,C,Павлівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110660059651,,C,Падусі
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110670040351,,C,Петракіївка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110680096124,,C,Покровська Багачка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110690036713,,C,Попівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110700029728,,C,Пристань
