Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA32120070060020203,3223186802,С,Креничі
UA32120070070056686,3223180502,С,Малі Дмитровичі
UA32120070080094229,3223187705,С,Нові Безрадичі
UA32120070090076990,3223187706,С,Паращина
UA32120070100026593,3223186801,С,Підгірці
UA32120070110079333,3223186803,С,Романків
UA32120070120010675,3223187701,С,Старі Безрадичі
UA32120070130094618,3223187707,С,Тарасівка
UA32120090000034281,3222910100,Н,Миронівська
UA32120090010020161,3222910100,М,Миронівка
UA32120090020055099,3222988302,С,Андріївка
UA32120090030041041,3222981202,С,Вахутинці
UA32120090040017737,3222980901,С,Вікторівка
UA32120090050098198,3222981201,С,Владиславка
UA32120090060060510,3222982902,С,Горобіївка
UA32120090070043498,3222981203,С,Гулі
UA32120090080015668,3222981801,С,Ємчиха
UA32120090090058458,3222982201,С,Зеленьки
UA32120090100032204,3220681801,С,Іванівка
UA32120090110075455,3222982601,С,Карапиші
UA32120090120093663,3222982901,С,Кип’ячка
UA32120090130030165,3222983301,С,Козин
UA32120090140068149,3222983401,С,Коритище
UA32120090150039576,3222983602,С,Кулешів
UA32120090160032691,3222983302,С,Кутелів
UA32120090170083777,3222983601,С,Македони
UA32120090180022511,3222983603,С,Малі Прицьки
UA32120090190064946,3222984301,С,Маслівка
UA32120090200038911,3222980902,С,Матвіївка
UA32120090210016006,3222989103,С,Микитяни
UA32120090220025312,3220684401,С,Михайлівка
UA32120090230024045,3222988303,С,Нова Миронівка
UA32120090240065971,3222910101,С,Нова Олександрівка
UA32120090250065359,3222980301,С,Олександрівка
UA32120090260066023,3220684402,С,Олексіївка
UA32120090270089492,3222985701,С,Польове
UA32120090280088024,3222985901,С,Потік
UA32120090290038504,3222986301,С,Пустовіти
UA32120090300049731,3222988304,С,П’ятихатка
UA32120090310054398,3222986701,С,Росава
UA32120090320023012,3222983303,С,Салів
UA32120090330072195,3222985703,С,Світле
UA32120090340065644,3222982904,С,Тарасівка
UA32120090350047036,3222988001,С,Тулинці
UA32120090360029948,3222980903,С,Фролівка
UA32120090370031828,3222988301,С,Центральне
UA32120090380073658,3222988401,С,Шандра
UA32120090390084978,3222988801,С,Юхни
UA32120090400031691,3222989101,С,Яхни
UA32120110000025177,3223110000,Н,Обухівська
UA32120110010071582,3211600000,М,Обухів
UA32120110020068402,3223185602,С,Безіменне
UA32120110030025634,3223184601,С,Германівка
UA32120110040034460,3223182001,С,Григорівка
UA32120110050099925,3223182002,С,Гусачівка
UA32120110060086476,3223182501,С,Дерев’яна
UA32120110070070132,3223183001,С,Деремезна
UA32120110080011077,3223183401,С,Долина
UA32120110090088507,3223184202,С,Застугна
UA32120110100017758,3223185102,С,Козіївка
UA32120110110028272,3223184201,С,Копачів
UA32120110120019908,3223185601,С,Красна Слобідка
UA32120110130033510,3223185101,С,Красне Перше
UA32120110140046894,3223187202,С,Кулі
UA32120110150060724,3211690001,С,Ленди
UA32120110160018322,3223183402,С,Макарівка
UA32120110170039279,3223186001,С,Мала Вільшанка
UA32120110180044507,3223182003,С,Матяшівка
UA32120110190092440,3223186201,С,Нещерів
UA32120110200060550,3223186401,С,Перегонівка
UA32120110210060803,3223186601,С,Перше Травня
UA32120110220071174,3223187201,С,Семенівка
UA32120110230026992,3223186002,С,Степок
UA32120110240097273,3211690002,С,Таценки
UA32120110250097285,3223184203,С,Шевченкове
UA32120130000012946,3211300000,Н,Ржищівська
UA32120130010035405,3211300000,М,Ржищів
UA32120130020010787,3222280401,С,Балико-Щучинка
UA32120130030016080,3222981502,С,Ведмедівка
UA32120130040091746,3222984002,С,Великий Букрин
UA32120130050030411,3222281601,С,Великі Пріцьки
UA32120130060060034,3222281603,С,Виселка
UA32120130070033659,3222282801,С,Гребені
UA32120130080089641,3222981501,С,Грушів
UA32120130090047792,3222281602,С,Дібрівка
UA32120130100037809,3222981503,С,Дударі
UA32120130110084953,3222284401,С,Кузьминці
UA32120130120062160,3222985402,С,Липовий Ріг
UA32120130130036497,3222984001,С,Малий Букрин
UA32120130140043343,3222286402,С,Онацьки
UA32120130150029664,3222284402,С,Панікарча
UA32120130160018071,3222286401,С,Півці
UA32120130170071959,3222985401,С,Пії
UA32120130180042433,3222984003,С,Ромашки
UA32120130190041234,3222287601,С,Стайки
UA32120130200044999,3222287801,С,Стрітівка
UA32120130210043788,3222280402,С,Уляники
UA32120130220054599,3222981504,С,Ходорів
UA32120130230079077,3222282802,С,Юшки
UA32120130240066667,3222289701,С,Яблунівка
UA32120150000062718,3223110500,Н,Українська
UA32120150010043175,3223110500,М,Українка
UA32120150020072689,3223181001,С,Верем’я
UA32120150030017241,3223181501,С,Витачів
UA32120150040033368,3223183801,С,Жуківці
UA32120150050088582,3223110501,С,Плюти
UA32120150060043865,3223188001,С,Трипілля
UA32120150070042964,3223188401,С,Халеп’я
UA32120150080068774,3223189301,С,Щербанівка
UA32120170000094084,3222487000,Н,Феодосіївська
UA32120170010087604,3222487001,С,Ходосівка
UA32120170020020878,3221481501,С,Гвоздів
UA32120170030097011,3221483301,С,Іванковичі
UA32120170040092830,3222487202,С,Кременище
UA32120170050025355,3222487203,С,Круглик
UA32120170060053763,3222484501,С,Лісники
UA32120170070053580,3221487301,С,Рославичі
UA32120170080064470,3222487201,С,Хотів
UA32140000000020217,3224900000,Р,Фастівський
UA32140010000049369,3222780600,Н,Бишівська
UA32140010010087323,3222780601,С,Бишів
UA32140010020044419,3222782102,С,Весела Слобідка
UA32140010030086784,3222780602,С,Горобіївка
UA32140010040054176,3222782101,С,Грузьке
UA32140010050069673,3222782401,С,Козичанка
UA32140010060085396,3222788902,С,Леонівка
UA32140010070052091,3222784201,С,Лишня
UA32140010080061923,3222780603,С,Лубське
UA32140010090052895,3222784701,С,Мостище
UA32140010100035332,3222786405,С,Нові Опачичі
UA32140010110037775,3222784202,С,Осикове
UA32140010120051594,3222780604,С,Ферма
UA32140010130025760,3222788301,С,Чорногородка
UA32140010140022825,3222788901,С,Яблунівка
UA32140010150062753,3222789201,С,Ясногородка
UA32140030000074165,3222410300,Н,Боярська
UA32140030010045925,3222410300,М,Боярка
UA32140030020060945,3221482201,С,Дзвінкове
UA32140030030053942,3222483602,С,Жорнівка
UA32140030040065701,3222483201,С,Забір’я
UA32140030050051371,3222484202,С,Іванків
UA32140030060077994,3222483601,С,Княжичі
UA32140030070014765,3222484201,С,Малютянка
UA32140030080070821,3222486603,С,Нове
UA32140030090084357,3222786101,С,Новосілки
UA32140030100036600,3221482202,С,Перевіз
UA32140030110036723,3222486601,С,Тарасівка
UA32140050000046018,3222481600,Н,Гатненська
UA32140050010021659,3222481601,С,Гатне
UA32140050020038278,3222481201,С,Віта-Поштова
UA32140050030039639,3222481202,С,Юрівка
UA32140070000012102,3221455300,Н,Глевахівська
UA32140070010070369,3221455300,Т,Глеваха
UA32140070020063425,3221487002,С,Березенщина
UA32140070030080655,3221484002,С,Борисів
UA32140070040015933,3221484003,С,Дерев’янки
UA32140070050058773,3221485503,С,Зайців
UA32140070060088633,3221484004,С,Залізне
UA32140070070071215,3221487003,С,Кобці
UA32140070080073982,3221484001,С,Крушинка
UA32140070090054409,3221487004,С,Крячки
UA32140070100024587,3221484007,С,Мала Бугаївка
UA32140070110052424,3221485501,С,Мархалівка
UA32140070120048836,3221487001,С,Путрівка
UA32140070130094407,3221484005,Х,Зелений Бір
UA32140090000085800,3221455800,Н,Калинівська
UA32140090010093169,3221455800,Т,Калинівка
UA32140090020090188,3221482103,С,Багрин
UA32140090030049867,3221482002,С,Бобриця
UA32140090040029313,3221480401,С,Варовичі
UA32140090050048147,3221480901,С,Велика Солтанівка
UA32140090060010478,3221482001,С,Данилівка
UA32140090070081372,3221482101,С,Діброва
UA32140090080023176,3221482003,С,Кожухівка
UA32140090090080484,3221482004,С,Липовий Скиток
UA32140090100080895,3221484901,С,Мала Солтанівка
UA32140090110095630,3221486201,С,Плесецьке
UA32140090120017915,3221486901,С,Порадівка
UA32140090130078053,3221486902,С,Руликів
UA32140090140019342,3221484902,С,Скрипки
UA32140090150085730,3221480903,С,Хлепча
UA32140110000089620,3224955600,Н,Кожанська
UA32140110010028813,3224955600,Т,Кожанка
UA32140110020096453,3224982001,С,Волиця
UA32140110030074487,3224982801,С,Дмитрівка
UA32140110040018191,3224985402,С,Єлизаветівка
UA32140110050015907,3224985404,С,Королівка
UA32140110060087729,3224984001,С,Малополовецьке
UA32140110070086347,3224985401,С,Пилипівка
UA32140110080070655,3224982802,С,Півні
UA32140110090057445,3224985901,С,Скригалівка
UA32140110100069610,3224955601,С,Софіївка
UA32140110110051100,3224985902,С,Ставки
UA32140110120099126,3224984002,С,Тарасівка
UA32140110130087435,3224986601,С,Триліси
UA32140110140099799,3224987601,С,Яхни
UA32140110150047207,3224955602,Х,Степове
UA32140130000030648,3224986200,Н,Томашівська
UA32140130010098461,3224986201,С,Томашівка
UA32140130020049744,3224980802,С,Василівка
UA32140130030040750,3224980801,С,Великі Гуляки
UA32140130040013044,3224985702,С,Вишня
UA32140130050083961,3222781501,С,Вільне
UA32140130060090629,3224982402,С,Вільшанська Нива
UA32140130070085487,3224982403,С,Деминівка
UA32140130080071439,3224982401,С,Дідівщина
UA32140130090088002,3224983301,С,Дорогинка
UA32140130100099758,3222787702,С,Конопельки
UA32140130110063393,3224985703,С,Кончаки
UA32140130120070867,3224983302,С,Кощіївка
UA32140130130065013,3224985701,С,Пришивальня
UA32140130140047356,3222787701,С,Соснівка
UA32140130150063330,3224980803,С,Федорівка
UA32140130160054019,3222781502,С,Юрівка
UA32140130170094907,3224986202,С,Ярошівка
UA32140150000040954,3211200000,Н,Фастівська
UA32140150010091295,3211200000,М,Фастів
UA32140150020027754,3224955300,Т,Борова
UA32140150030094500,3224980401,С,Бортники
UA32140150040088805,3224987202,С,Велика Мотовилівка
UA32140150050025637,3224984202,С,Велика Офірна
UA32140150060055532,3224981201,С,Велика Снітинка
UA32140150070015431,3224981601,С,Веприк
UA32140150080034052,3224987203,С,Вишняки
UA32140150090070177,3224986902,С,Гвардійське
UA32140150100086930,3224986903,С,Клехівка
UA32140150110071855,3224984203,С,Мала Офірна
UA32140150120039231,3224984201,С,Мала Снітинка
UA32140150130053396,3224981602,С,Млинок
UA32140150140051832,3224987201,С,Мотовилівка
UA32140150150063255,3224984501,С,Мотовилівська Слобідка
UA32140150160059902,3224984801,С,Оленівка
UA32140150170010999,3224987204,С,Тарасенки
UA32140150180027902,3224986901,С,Фастівець
UA32140170000038368,3222457400,Н,Чабанівська
UA32140170010072394,3222457400,Т,Чабани
UA32140170020022817,3222457401,С,Новосілки
UA35000000000016081,3500000000,О,Кіровоградська
UA35020000000074289,3521400000,Р,Голованівський
UA35020010000028961,3525510100,Н,Благовіщенська
UA35020010010060566,3525510100,М,Благовіщенське
UA35020010020012891,3525580401,С,Богданове
UA35020010030013198,3525580801,С,Великі Трояни
UA35020010040076390,3525587101,С,Вільхове
UA35020010050047833,3525581301,С,Грушка
UA35020010060032032,3525581901,С,Данилова Балка
UA35020010070080376,3525584802,С,Дельфінове
UA35020010080069548,3525584803,С,Змійове
UA35020010090061502,3525582501,С,Йосипівка
UA35020010100089885,3525584201,С,Кам’яна Криниця
UA35020010110082717,3525583601,С,Кам’яний Брід
UA35020010120030570,3525585202,С,Кошаро-Олександрівка
UA35020010130022284,3525584801,С,Лозувата
UA35020010140054654,3525585201,С,Луполове
UA35020010150055229,3525580402,С,Маньківське
UA35020010160011858,3525585501,С,Мечиславка
UA35020010170034245,3525586001,С,Новоселиця
UA35020010180052838,3525583602,С,Петрівка
UA35020010190050638,3525588201,С,Розношенське
UA35020010200063615,3525588601,С,Сабатинівка
UA35020010210019048,3525587102,С,Сергіївка
UA35020010220051380,3525589001,С,Синицівка
UA35020010230039344,3525589901,С,Синьки
UA35020010240038618,3525581302,С,Станіславове
UA35020010250048639,3525583603,С,Христофорове
UA35020010260012274,3525589701,С,Шамраєве
UA35020010270096473,3525581902,С,Шевченка
UA35020030000022644,3524355100,Н,Вільшанська
UA35020030010064780,3524355100,Т,Вільшанка
UA35020030020024348,3524381301,С,Березова Балка
UA35020030030018113,3524380201,С,Бузникувате
UA35020030040093530,3524382701,С,Вівсяники
UA35020030050018959,3524381302,С,Владиславка
UA35020030060036797,3524382203,С,Вовча Балка
UA35020030070037349,3524380401,С,Добре
UA35020030080037607,3524380801,С,Добрянка
UA35020030090043819,3524381001,С,Дорожинка
UA35020030100063099,3524385503,С,Завітне
UA35020030110047331,3524381503,С,Залізничне
UA35020030120041434,3524381501,С,Йосипівка
UA35020030130067266,3524355101,С,Калмазове
UA35020030140044635,3524382201,С,Коритно-Забузьке
UA35020030150062007,3524382501,С,Куца Балка
UA35020030160093540,3524382601,С,Мала Вільшанка
UA35020030170079952,3524383504,С,Мала Мазниця
UA35020030180081937,3524355103,С,Осички
UA35020030190062422,3524383001,С,Плоско-Забузьке
UA35020030200016289,3524382502,С,Синюха
UA35020030210022258,3524383501,С,Станкувате
UA35020030220046246,3524382503,С,Степанівка
UA35020030230095420,3524385501,С,Чистопілля
UA35020050000014205,3521110100,Н,Гайворонська
UA35020050010071459,3521110100,М,Гайворон
UA35020050020085562,3521180401,С,Бандурове
UA35020050030021252,3521180801,С,Берестяги
UA35020050040092347,3521182402,С,Бугове
UA35020050050011176,3521184401,С,Вікнина
UA35020050060090117,3521181301,С,Долинівка
UA35020050070028877,3521182401,С,Казавчин
UA35020050080045015,3521184001,С,Мощене
UA35020050090039560,3521181302,С,Переямпіль
UA35020050100082956,3521182801,С,Покровське
UA35020050110076173,3521186802,С,Прогрес
UA35020050120090858,3521110101,С,Садове
UA35020050130064577,3521184901,С,Солгутове
UA35020050140095133,3521185102,С,Соломія
UA35020050150097206,3521186201,С,Тополі
UA35020050160038745,3521186801,С,Хащувате
UA35020050170010814,3521188301,С,Червоне
UA35020070000018243,3521455100,Н,Голованівська
UA35020070010065136,3521455100,Т,Голованівськ
UA35020070020084625,3521480501,С,Вербове
UA35020070030036760,3521480801,С,Грузьке
UA35020070040034035,3521481301,С,Ємилівка
UA35020070050084110,3521481801,С,Журавлинка
UA35020070060076137,3521487002,С,Зелена Балка
UA35020070070053744,3521482801,С,Клинове
UA35020070080029700,3521482802,С,Ковалівка
UA35020070090012446,3521486502,С,Костянтинівка
UA35020070100066582,3521483201,С,Красногірка
UA35020070110060263,3521485202,С,Краснопілля
UA35020070120084273,3521483202,С,Манжурка
UA35020070130023779,3521486503,С,Маринопіль
UA35020070140069866,3521486504,С,Мар’янівка
UA35020070150061539,3521485602,С,Матвіївка
UA35020070160043352,3521485201,С,Межирічка
UA35020070170038814,3521485601,С,Молдовка
UA35020070180048676,3521485603,С,Надеждівка
UA35020070190099160,3521485801,С,Наливайка
UA35020070200075464,3521487003,С,Новоголованівськ
UA35020070210023035,3521486505,С,Новосілка
UA35020070220056316,3521488302,С,Олександрівка
UA35020070230040780,3521487004,С,Олексіївка
UA35020070240093697,3521486301,С,Роздол
UA35020070250063656,3521486501,С,Розкішне
UA35020070260082067,3521487001,С,Свірневе
UA35020070270083497,3521487701,С,Троянка
UA35020070280064178,3521481802,С,Цвіткове
UA35020070290084965,3521488301,С,Шепилове
UA35020070300073526,3521480802,С,Ясне
UA35020070310075273,3521455101,Х,Голованівськ
UA35020070320089094,3521481302,Х,Ємилівка
UA35020090000039429,3521155300,Н,Заваллівська
UA35020090010015781,3521155300,Т,Завалля
UA35020090020061920,3521155600,Т,Салькове
UA35020090030078013,3521187602,С,Березівка
UA35020090040041327,3521183602,С,Вільховецьке
UA35020090050080873,3521181701,С,Жакчик
UA35020090060059135,3521183603,С,Кленове
UA35020090070021528,3521183601,С,Могильне
UA35020090080086610,3521186001,С,Таужне
UA35020090090063740,3521187603,С,Ташлик
UA35020090100035414,3521186002,С,Тракт
UA35020090110093020,3521187601,С,Чемерпіль
UA35020090120079080,3521186003,С,Червоні Маяки
UA35020110000013511,3523682900,Н,Надлацька
UA35020110010081184,3523682901,С,Надлак
UA35020110020019555,3523683901,С,Вільшанка
UA35020110030089705,3523681003,С,Вукитичеве
UA35020110040032192,3523681202,С,Жеванівка
UA35020110050069105,3523681001,С,Іванівка
UA35020110060082071,3523681203,С,Калинівка
UA35020110070011873,3523681201,С,Кальниболота
UA35020110080042093,3523681204,С,Кіндратівка
UA35020110090063438,3523681205,С,Низове
UA35020110100066951,3523684801,С,Покровка
UA35020110110049562,3523681206,С,Приют
UA35020110120097866,3523682907,С,Тимофіївка
UA35020110130022796,3523683903,С,Шляхове
UA35020130000045875,3523655100,Н,Новоархангельська
UA35020130010010491,3523655100,Т,Новоархангельськ
UA35020130020031264,3523680401,С,Ганнівка
UA35020130030018193,3523686003,С,Голубенка
UA35020130040020702,3523682702,С,Диковичеве
UA35020130050021256,3523655101,С,Журівка
UA35020130060068283,3523680402,С,Кагарлик
UA35020130070088283,3523681801,С,Кам’янече
UA35020130080031214,3523655102,С,Комишеве
UA35020130090067978,3523686502,С,Кринички
UA35020130100030628,3523687702,С,Левківка
UA35020130110074476,3523655103,С,Лозуватка
UA35020130120027503,3523682701,С,Мар’янівка
UA35020130130011319,3523680403,С,Новопетрівка
UA35020130140033375,3523682703,С,Сабове
UA35020130150092797,3523685601,С,Свердликове
UA35020130160032619,3523655104,С,Синюха
UA35020130170046322,3523686001,С,Скалева
UA35020130180018933,3523686501,С,Скалівські Хутори
UA35020130190037149,3523655105,С,Солдатське
UA35020130200046398,3523687701,С,Торговиця
UA35020130210074613,3523682704,С,Червінка
UA35020150000027557,3521486000,Н,Перегонівська
UA35020150010014511,3521486001,С,Перегонівка
UA35020150020046874,3521486002,С,Давидівка
UA35020150030043477,3521483901,С,Крутеньке
UA35020150040022316,3521484201,С,Лебединка
UA35020150050075301,3521484202,С,Лещівка
UA35020150060082726,3521486004,С,Полонисте
UA35020150070068960,3521487301,С,Семидуби
UA35020150080027483,3521484203,С,Табанове
UA35020150090090217,3521484204,С,Тернове
UA35020150100057107,3521486003,Х,Лісне
UA35020170000076448,3523684200,Н,Підвисоцька
UA35020170010014515,3523684201,С,Підвисоке
UA35020170020092766,3523682202,С,Борщова
UA35020170030086018,3523688503,С,Вербівка
UA35020170040057740,3523684202,С,Володимирівка
UA35020170050026698,3523688505,С,Зрубанці
UA35020170060079193,3523682201,С,Копенкувате
UA35020170070037534,3523682601,С,Мартинівка
UA35020170080094789,3523683201,С,Небелівка
UA35020170090067899,3523683601,С,Нерубайка
UA35020170100068292,3523684604,С,Орлове
UA35020170110082151,3523684601,С,Покотилове
UA35020170120043463,3523685001,С,Розсохуватець
UA35020170130023019,3523683602,С,Станіславівка
UA35020170140034002,3523684605,С,Тарасівка
UA35020170150055301,3523687001,С,Тернівка
UA35020170160080688,3523682207,С,Шевченка
UA35020170170098320,3523688501,С,Ятрань
UA35020190000025203,3521455500,Н,Побузька
UA35020190010041166,3521455500,Т,Побузьке
UA35020190020060249,3521484602,С,Грузянка
UA35020190030025864,3521482301,С,Капітанка
UA35020190040085429,3521484603,С,Липняги
UA35020190050086393,3521484601,С,Липовеньке
UA35020190060059562,3521484801,С,Люшнювате
UA35020190070018070,3521486203,С,Одая
UA35020190080035751,3521486201,С,Пушкове
UA35020190090043341,3524384201,С,Сухий Ташлик
UA35040000000034705,3522500000,Р,Кропивницький
UA35040010000022631,3522580300,Н,Аджамська
UA35040010010031697,3522580301,С,Аджамка
UA35040010020043358,3522581501,С,Веселівка
UA35040010030056597,3522580302,С,Григорівка
UA35040010040016603,3522581502,С,Зелений Гай
UA35040010050029128,3522585402,С,Медерове
UA35040010060053647,3522585403,С,Молодецьке
UA35040010070083787,3522585404,С,Нововолодимирівка
UA35040010080021349,3522585401,С,Новоолександрівка
UA35040010090040504,3522580303,С,Павло-Миколаївка
UA35040010100077926,3522580304,С,Привілля
UA35040010110060382,3522587901,С,Червоний Яр
UA35040030000074104,3520810100,Н,Бобринецька
UA35040030010012943,3520810100,М,Бобринець
UA35040030020086848,3520810104,С,Богданівка
UA35040030030039583,3520810105,С,Великодрюкове
UA35040030040079492,3520810101,С,Дібрівка
UA35040030050036230,3520810106,С,Коржеве
UA35040030060077932,3520810102,С,Обланка
UA35040030070058416,3520810107,С,Садове
UA35040030080016882,3520810108,С,Червона Долина
UA35040030090094751,3520810103,С,Шляхове
UA35040050000013889,3522581200,Н,Великосеверинівська
UA35040050010097904,3522581201,С,Велика Северинка
UA35040050020090740,3522582102,С,Андросове
UA35040050030060405,3522582101,С,Високі Байраки
UA35040050040087605,3522581203,С,Кандаурове
UA35040050050051515,3522581205,С,Лозуватка
UA35040050060046291,3522586401,С,Оситняжка
UA35040050070017847,3522586402,С,Петрове
UA35040050080052086,3522581207,С,Підгайці
UA35040050090092916,3522582104,С,Рожнятівка
UA35040050100019620,3522587001,С,Созонівка
UA35040050110030129,3522582105,С,Червоний Кут
UA35040070000034432,3521982500,Н,Гурівська
UA35040070010077848,3521982501,С,Гурівка
UA35040070020083993,3521982502,С,Благодатне
UA35040070030015270,3521984401,С,Бокове
UA35040070040091290,3521980801,С,Братолюбівка
UA35040070050024101,3521981301,С,Варварівка
UA35040070060077432,3521981901,С,Василівка
UA35040070070015466,3521983002,С,Веселі Боковеньки
UA35040070080034952,3521984403,С,Ганнівка
UA35040070090047928,3521980802,С,Дубровине
UA35040070100056069,3521983003,С,Зелений Гай
UA35040070110024826,3521983001,С,Іванівка
UA35040070120067919,3521983004,С,Нагірне
UA35040070130033637,3521983005,С,Никифорівка
UA35040070140075921,3521987501,С,Пишне
UA35040070150085337,3521981302,С,Ситаєве
UA35040070160066337,3521987503,С,Червоне
UA35040090000082553,3522281500,Н,Дмитрівська
UA35040090010099441,3522281501,С,Дмитрівка
UA35040090020022800,3522281502,С,Веселий Кут
UA35040090030021066,3522281902,С,Веселівка
UA35040090040069852,3522281503,С,Гостинне
UA35040090050039499,3522281504,С,Долина
UA35040090060094106,3522281903,С,Заломи
UA35040090070055543,3522281901,С,Іванківці
UA35040090080020468,3522281505,С,Калинівка
UA35040090090035423,3522283701,С,Макариха
UA35040090100016721,3522283702,С,Новопокровка
UA35040090110088346,3522281506,С,Плоске
UA35040090120085172,3522281904,С,П’ятихатки
UA35040090130084929,3522288501,С,Цибулеве
UA35040090140010509,3522281905,С,Юхимове
UA35040110000055821,3521910100,Н,Долинська
UA35040110010034377,3521910100,М,Долинська
UA35040110020050757,3521955400,Т,Молодіжне
UA35040110030059835,3521987603,С,Антонівка
UA35040110040049527,3521987601,С,Березівка
UA35040110050023837,3521980701,С,Богданівка
UA35040110060050590,3521980702,С,Братський Посад
UA35040110070093620,3521980703,С,Вишневе
UA35040110080023718,3521980704,С,Гординівка
UA35040110090065734,3521980705,С,Згода
UA35040110100019782,3521980706,С,Катеринівка
UA35040110110088092,3521984601,С,Лаврівка
UA35040110120025271,3521984901,С,Маловодяне
UA35040110130069444,3521980707,С,Марфівка
UA35040110140054706,3521987402,С,Мирне
UA35040110150076407,3521986401,С,Новогригорівка Друга
UA35040110160048706,3521986901,С,Новогригорівка Перша
UA35040110170065351,3521980708,С,Новоданилівка
UA35040110180088284,3521980402,С,Новомихайлівка
UA35040110190096655,3521985601,С,Новоолександрівка
UA35040110200089271,3521987802,С,Новосавицьке
UA35040110210032785,3521980403,С,Новошевченкове
UA35040110220094166,3521980401,С,Олександрівка
UA35040110230043941,3521980709,С,Очеретяне
UA35040110240094779,3521984905,С,Писанка
UA35040110250020190,3521980710,С,Славне
UA35040110260069469,3521910101,С,Степове
UA35040110270093859,3521987801,С,Суходільське
UA35040110280013232,3521980711,С,Фалькове
UA35040110290039263,3521985603,С,Федоро-Шулічине
UA35040110300094749,3521984908,С,Червоне Озеро
UA35040110310023685,3521986905,С,Широка Балка
UA35040110320060933,3521987401,Х,Першотравневе
UA35040130000021732,3510600000,Н,Знам’янська
UA35040130010097956,3510600000,М,Знам’янка
UA35040130020089841,3510645300,Т,Знам’янка Друга
UA35040130030043848,3510645301,С,Водяне
UA35040130040095785,3522285402,С,Новоолександрівка
UA35040130050027249,3522285401,С,Петрове
UA35040130060095637,3522285403,С,Сокільники
UA35040150000097644,3522583700,Н,Катеринівська
UA35040150010022282,3522583701,С,Катеринівка
UA35040150020034720,3522584503,С,Аврамівка
UA35040150030076181,3522583702,С,Володимирівка
UA35040150040024714,3522582801,С,Грузьке
UA35040150050081281,3522583703,С,Лісне
UA35040150060073510,3522583704,С,Мальовниче
UA35040150070089709,3522583705,С,Миронівка
UA35040150080084685,3522584501,С,Могутнє
UA35040150090042643,3522583706,С,Обознівка
UA35040150100036603,3522586201,С,Овсяниківка
UA35040150110059984,3522583707,С,Олександрівка
UA35040150120090136,3522583708,С,Олексіївка
UA35040150130012428,3522583709,С,Осикувате
UA35040170000065192,3520883800,Н,Кетрисанівська
UA35040170010087927,3520883801,С,Кетрисанівка
UA35040170020035998,3520883602,С,Апрелівка
UA35040170030093015,3520883601,С,Апрелівське
UA35040170040031077,3520884002,С,Березівка
UA35040170050081646,3520881602,С,Береславка
UA35040170060082179,3520884201,С,Благодатне
UA35040170070044767,3520880801,С,Бобринка
UA35040170080091568,3520887002,С,Борисівка
UA35040170090072829,3520886002,С,Бредихине
UA35040170100065190,3520881201,С,Буховецьке
UA35040170110017800,3520880802,С,Варламівка
UA35040170120083527,3520881601,С,Василівка
UA35040170130019661,3520887802,С,Вереміївка
UA35040170140023665,3520882401,С,Верхньоінгульське
UA35040170150034746,3520882801,С,Веселівка
UA35040170160022785,3520887602,С,Височанове
UA35040170170040208,3520883201,С,Витязівка
UA35040170180024875,3520885602,С,Водяно-Михайлівка
UA35040170190040841,3520886402,С,Ганнопіль
UA35040170200061368,3520880803,С,Горіхівка
UA35040170210099413,3520884203,С,Грузьке
UA35040170220051447,3520883202,С,Дончине
UA35040170230053065,3520886903,С,Завадівка
UA35040170240029347,3520887203,С,Західне
UA35040170250088758,3520886801,С,Златопілля
UA35040170260040763,3520883203,С,Зоряне
UA35040170270026130,3520887204,С,Іванівка
UA35040170280031731,3520884001,С,Костомарівка
UA35040170290058902,3520884004,С,Кохане
UA35040170300025012,3520888001,С,Кривоносове
UA35040170310060745,3520882802,С,Крутоярка
UA35040170320035175,3520884005,С,Майське
UA35040170330080161,3520881202,С,Маковіївка
UA35040170340027152,3520886403,С,Маріуполь
UA35040170350015251,3520884401,С,Мар’янівка
UA35040170360072875,3520884801,С,Миколо-Бабанка
UA35040170370038565,3520887003,С,Мюдівка
UA35040170380052210,3520881604,С,Никонорівка
UA35040170390032867,3520881605,С,Новогомельське
UA35040170400028399,3520885601,С,Новоградівка
UA35040170410014270,3520887206,С,Новокиївка
UA35040170420081435,3520885801,С,Новомиколаївка
UA35040170430078797,3520885603,С,Новосамара
UA35040170440022836,3520880301,С,Олексіївка
UA35040170450047907,3520882403,С,Оленівське
UA35040170460020895,3520884205,С,Осикувате
UA35040170470029174,3520886001,С,Павлогірківка
UA35040170480056138,3520885604,С,Пенькове
UA35040170490098665,3520886802,С,Піщане
UA35040170500094658,3520886803,С,Полум’яне
UA35040170510017976,3520886003,С,Поляна
UA35040170520013938,3520884802,С,Проскурівка
UA35040170530027621,3520883603,С,Розтичеве
UA35040170540039481,3520886401,С,Рощахівка
UA35040170550097097,3520886901,С,Солонцюватка
UA35040170560046626,3520884803,С,Сорочанове
UA35040170570048802,3520882404,С,Степанівка
UA35040170580081526,3520885803,С,Степівка
UA35040170590014073,3520887001,С,Сугокліївка
UA35040170600045673,3520887201,С,Тарасівка
UA35040170610039883,3520886905,С,Трудолюбівка
UA35040170620066720,3520882804,С,Ударне
UA35040170630075751,3520884207,С,Улянівка
UA35040170640099666,3520887601,С,Федіївка
UA35040170650035166,3520887603,С,Федорівка
UA35040170660069687,3520887801,С,Чарівне
